0, b&uuml;rgen fruit bread with muesli, 5.7, 0.1KG, 3.99, 0.7KG, 1, 1423313820.45
0, homebrand fruit toast raisin, NA, NA, 2.00, 0.56KG, 1, 1423313820.45
0, mighty soft fruit toast raisin extra thick, 6.7, 0.1KG, 3.99, 0.6KG, 1, 1423313820.45
0, tip top fruit breakfast toast wholemeal, 8.7, 0.1KG, 5.20, 0.6KG, 1, 1423313820.45
0, tip top fruit toast raisin, 10.0, 0.1KG, 5.20, 0.52KG, 1, 1423313820.45
0, tip top cafe style fruit breakfast toast wholegrain, 8.9, 0.1KG, 5.80, 0.65KG, 1, 1423313820.45
0, tip top cafe style fruit toast raisin extra thick, 8.9, 0.1KG, 5.80, 0.65KG, 1, 1423313820.45
0, tip top spicy fruit bread, 8.6, 0.1KG, 5.59, 0.65KG, 1, 1423313820.45
0, burgen gluten free chia and sunflower bread, 10.8, 0.1KG, 6.99, 0.65KG, 1, 1423313820.45
0, burgen gluten free fruit bread, 12.3, 0.1KG, 7.99, 0.65KG, 1, 1423313820.45
0, burgen gluten free soy and linseed bread, 10.8, 0.1KG, 6.99, 0.65KG, 1, 1423313820.45
0, burgen gluten free white bread, 11.7, 0.1KG, 6.99, 0.6KG, 1, 1423313820.45
0, helga's gluten free 5 seed, 12.1, 0.1KG, 6.99, 0.58KG, 1, 1423313820.45
0, helga's gluten free soy and linseed, 12.1, 0.1KG, 6.99, 0.58KG, 1, 1423313820.45
0, helga's gluten free sunflower and red quinoa, 12.1, 0.1KG, 6.99, 0.58KG, 1, 1423313820.45
0, abbotts village grain and harvest seeds bread, 6.3, 0.1KG, 4.75, 0.75KG, 1, 1423313820.45
0, abbotts village country grain bread, 5.6, 0.1KG, 4.75, 0.85KG, 1, 1423313820.45
0, bills organic multi grain bread, 9.7, 0.1KG, 5.99, 0.62KG, 1, 1423313820.45
0, b&uuml;rgen grain bread pumpkin seeds, 5.7, 0.1KG, 3.99, 0.7KG, 1, 1423313820.78
0, b&uuml;rgen grain bread soy and linseed, 6.4, 0.1KG, 4.49, 0.7KG, 1, 1423313820.78
0, b&uuml;rgen whole grain and oats bread, 5.7, 0.1KG, 3.99, 0.7KG, 1, 1423313820.78
0, country life grain and organic rye bread, 10.1, 0.1KG, 6.85, 0.68KG, 1, 1423313820.78
0, country life multi grain bread gluten free, 11.5, 0.1KG, 6.69, 0.58KG, 1, 1423313820.78
0, helga's grain bread mixed grain, 4.1, 0.1KG, 3.50, 0.85KG, 1, 1423313820.78
0, helga's grain bread pumpkin five seeds, 4.1, 0.1KG, 3.50, 0.72KG, 1, 1423313820.78
0, helga's grain bread soy and linseed, 4.1, 0.1KG, 3.50, 0.75KG, 1, 1423313820.78
0, helgas lower carb grain 5 seed, 7.8, 0.1KG, 5.49, 0.7KG, 1, 1423313820.78
0, helgas lower carb grain soy toasted sesame, 7.8, 0.1KG, 5.49, 0.7KG, 1, 1423313820.78
0, helgas lower carb grain sunflower golden linseed, 7.8, 0.1KG, 5.49, 0.7KG, 1, 1423313820.78
0, helgas whole grain bread with quinoa and flaxseed, 4.1, 0.1KG, 3.50, 0.7KG, 1, 1423313820.78
0, homebrand multi grain sliced bread, 2.3, 0.1KG, 1.50, 0.65KG, 1, 1423313820.78
0, lawsons traditional grain bread settlers blend, 7.2, 0.1KG, 5.79, 0.8KG, 1, 1423313820.78
0, mighty soft multi grain large slice, 4.8, 0.1KG, 3.39, 0.7KG, 1, 1423313820.78
0, molenberg 12 grain and seeds bread, 7.8, 0.1KG, 5.49, 0.7KG, 1, 1423313820.78
0, schwob's swiss farmer grain cob, 6.4, 0.1KG, 5.09, 0.8KG, 1, 1423313820.78
0, schwob's whole grain loaf, 8.4, 0.1KG, 5.19, 0.62KG, 1, 1423313820.78
0, tip top 9 grain bread original, 6.3, 0.1KG, 4.39, 0.7KG, 1, 1423313821.24
0, tip top 9 grain bread plus wholemeal, 5.9, 0.1KG, 4.39, 0.75KG, 1, 1423313821.24
0, tip top 9 grain bread pumpkin seed, 6.3, 0.1KG, 4.39, 0.7KG, 1, 1423313821.24
0, tip top sunblest multi grain sandwich bread, 3.8, 0.1KG, 2.50, 0.65KG, 1, 1423313821.24
0, woolworths select grain bread oats and wholegrain, 8.2, 0.1KG, 4.89, 0.6KG, 1, 1423313821.24
0, woolworths select grain bread seeded rye and quinoa, 8.2, 0.1KG, 4.89, 0.6KG, 1, 1423313821.24
0, woolworths select grain bread soy and linseed, 8.2, 0.1KG, 4.89, 0.6KG, 1, 1423313821.24
0, woolworths select mixed grain sandwich bread, 4.0, 0.1KG, 2.80, 0.7KG, 1, 1423313821.24
0, abbotts village light rye bread, 7.0, 0.1KG, 4.75, 0.68KG, 1, 1423313821.24
0, bills organic medium rye bread, 9.7, 0.1KG, 5.99, 0.62KG, 1, 1423313821.24
